ivmeX,ivmeY,ivmeZ,tmp,GyroX,GyroY,GyroZ,A0,A1,A2,ivmeX2,ivmeY2,ivmeZ2,tmp2,GyroX2,GyroY2,GyroZ2,A02,A12,A22
1216,-9064,12964,29.28,291,159,443,0,737,924,-3560,5140,14780,28.29,1112,-510,-941,921,704,717
692,-8892,13108,29.28,-330,533,275,0,756,928,-3332,5784,14752,28.20,340,-41,94,931,722,724
-200,-9524,12152,29.24,291,-2370,-43,0,767,925,-3280,5740,14524,28.20,174,159,180,932,738,733
928,-9212,12888,29.24,-751,-234,-1039,0,730,921,-3600,5540,14752,28.34,-322,96,308,934,730,733
1072,-9044,13136,29.28,-1056,-1164,-1742,0,697,914,-3120,5244,14364,28.29,690,-536,688,932,721,708
2256,-9320,14584,29.33,-5824,-1073,-531,0,595,919,-2732,5768,14716,28.34,-170,-256,716,913,708,717
1144,-13284,9988,29.24,-15401,-3169,697,0,461,796,-3300,5900,14856,28.29,1252,2204,-572,746,648,705
1072,-10592,5436,29.33,4010,-2763,-2066,0,291,459,-6752,7252,13704,28.29,2706,7999,-1054,362,491,294
4760,-13804,11548,29.33,12804,1675,-5676,0,251,336,-2800,4936,10376,28.25,-881,-2858,1122,353,354,55
5732,-9504,15212,29.33,5480,3669,310,0,508,718,-5816,4844,14352,28.29,-3996,-8167,1972,338,419,259
292,-9104,12500,29.33,1110,598,935,0,706,810,-4872,6980,14148,28.25,-2050,-206,-398,828,562,557
156,-8672,12776,29.24,713,-193,101,0,784,880,-3232,4904,14624,28.29,-385,-210,-383,897,622,627
1576,-9024,13120,29.28,-629,-40,-600,0,813,928,-3560,3948,14856,28.34,-1173,-6,-371,923,668,695
2164,-9148,12984,29.24,-586,809,475,0,832,937,-3408,5004,14728,28.29,185,-112,-297,929,716,724
916,-8836,13008,29.33,-441,1667,623,0,834,934,-3492,5504,14612,28.25,-253,42,63,933,737,724
660,-8916,13168,29.33,-704,445,-546,0,824,911,-3420,5396,14788,28.29,-317,-32,60,935,749,734
1032,-8904,13204,29.28,-808,-1176,-1840,0,804,908,-3276,5004,14804,28.29,386,-139,237,930,751,731
2640,-9464,14720,29.19,-6365,-1958,-497,0,638,892,-3188,5736,14676,28.29,334,-139,697,908,715,734
