ivmeX,ivmeY,ivmeZ,tmp,GyroX,GyroY,GyroZ,A0,A1,A2,ivmeX2,ivmeY2,ivmeZ2,tmp2,GyroX2,GyroY2,GyroZ2,A02,A12,A22
-2496,3696,5900,29.19,-2496,3696,5900,0,430,600,-3196,11144,16644,28.29,7222,-32768,15791,284,795,450
-2496,3696,5900,29.19,-2496,3696,5900,0,530,863,-6424,3300,18140,28.20,1814,4294,-3108,800,899,720
-2496,3696,5900,29.19,-2496,3696,5900,0,468,837,-4420,7316,8204,28.29,-10087,31941,-10211,326,605,581
-2496,3696,5900,29.19,-2496,3696,5900,0,355,555,-5276,-5856,-4624,28.25,-1668,-2121,-3196,314,350,91
-2496,3696,5900,29.19,-2496,3696,5900,0,703,658,14468,-7508,22776,28.25,606,-32768,15049,317,817,567
-2496,3696,5900,29.19,-2496,3696,5900,0,594,934,-1720,10224,15708,28.20,-6521,10513,-6210,464,891,761
-2496,3696,5900,29.19,-2496,3696,5900,0,335,614,-14560,6884,11044,28.34,1150,28304,-1250,312,488,444
-2496,3696,5900,29.19,-2496,3696,5900,0,279,754,-9404,-260,-3696,28.29,-1645,1483,-8861,253,339,70
-2496,3696,5900,29.19,-2496,3696,5900,0,763,947,-25748,4500,28592,28.25,11000,-16774,12806,256,223,840
-2496,3696,5900,29.19,-2496,3696,5900,0,454,951,-5544,19388,17556,28.34,-3873,23847,-11870,213,333,831
-2496,3696,5900,29.19,-2496,3696,5900,0,333,584,-5232,-796,2536,28.20,-4793,-10615,5164,225,301,188
-2496,3696,5900,29.19,-2496,3696,5900,0,268,961,26232,-4648,984,28.20,184,-32768,10987,230,341,731
-2496,3696,5900,29.19,-2496,3696,5900,0,417,981,-7252,6972,12944,28.20,11037,5666,-932,239,343,861
-2496,3696,5900,29.19,-2496,3696,5900,0,368,836,-5668,10216,16060,28.25,-4490,32767,-10203,218,377,822
-2496,3696,5900,29.19,-2496,3696,5900,0,302,590,-300,-1324,-4508,28.29,690,-2264,2623,219,312,123
-2496,3696,5900,29.19,-2496,3696,5900,0,502,905,-9956,17380,14448,28.15,-7698,-32768,22644,743,607,496
-2496,3696,5900,29.19,-2496,3696,5900,0,278,943,-6060,11684,14000,28.34,-2692,4828,-2354,854,749,771
-2496,3696,5900,29.19,-2496,3696,5900,7,271,603,-9228,5240,7432,28.15,-1327,31454,-7598,304,421,567
-2496,3696,5900,29.19,-2496,3696,5900,1,272,897,-8836,-7336,-5968,28.20,-3366,6733,-13253,313,302,40
9816,-18004,6364,29.19,-5078,-1775,-3719,0,645,974,-32768,1828,32767,28.25,16152,-5577,-2328,557,321,847
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,307,971,4680,15864,29776,28.34,-7525,22840,-2233,314,317,893
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,333,595,-20528,8212,5900,28.29,-1055,-8500,4181,231,342,277
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,586,524,-32768,32767,32767,28.20,17599,-32768,-2203,214,297,337
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,868,766,-30640,20360,5944,28.29,28693,6831,3586,572,699,775
-2496,-1775,-3719,29.19,-2496,-1775,-3719,1,675,771,2300,2048,23544,28.25,-2010,32767,-14396,291,634,777
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,243,483,-17812,-9840,-860,28.20,-9955,-3486,15917,274,304,125
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,543,523,-5380,32767,31016,28.20,-7184,-32768,14305,218,676,86
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,882,891,-2788,32616,17020,28.15,-6645,-6111,-1373,843,912,671
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,563,783,-2684,6928,15952,28.20,-4836,31108,-12892,339,827,604
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,246,462,-2752,724,-1012,28.25,-833,-11629,-5732,302,337,86
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,685,510,-3492,8988,25632,28.20,6641,-32768,23988,831,736,439
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,913,830,-5616,16804,11248,28.15,-1823,8761,-3622,755,799,772
-2496,-1775,-3719,29.19,-2496,-1775,-3719,0,516,746,-13120,5184,9120,28.20,-2934,20573,-1456,316,419,354
-5744,-1184,-6060,29.14,5420,1003,2842,0,246,442,-1004,-6420,-3972,28.25,6006,-6842,-19211,307,335,97
-2512,1003,2842,36.19,-2512,1003,2842,0,181,860,32767,-8388,23212,28.15,9189,12980,-6180,723,833,687
8420,-8832,18024,29.14,-7003,5982,4805,0,701,973,-120,9472,23608,28.20,-4654,30150,-14331,297,694,728
128,-9556,10428,29.00,-26945,-3177,17265,0,267,926,1684,-2424,-5984,28.20,-1468,-10704,14277,263,334,162
-3488,2028,-3124,29.05,1217,5096,3562,0,287,579,12156,-8924,3876,28.06,-3869,-32768,10157,234,533,337
-2544,5096,3562,29.05,-2544,5096,3562,0,248,975,-15976,6320,1108,28.11,6929,3943,8822,388,839,743
-2544,5096,3562,29.05,-2544,5096,3562,0,417,992,-2324,6056,15388,28.20,-10168,32767,-9258,261,637,707
-2544,5096,3562,29.05,-2544,5096,3562,0,344,890,-11444,-2000,-3500,28.15,-3111,-6233,12999,228,331,118
-2544,5096,3562,29.05,-2544,5096,3562,0,292,857,-18484,-180,17124,28.11,-13150,-32768,4332,228,764,249
-2544,5096,3562,29.05,-2544,5096,3562,0,496,987,924,2644,21172,28.15,-4698,1513,-3956,741,915,800
7432,-7728,19000,29.05,-29568,2780,13094,0,413,989,-6476,5608,10232,28.15,-1631,32767,-11317,300,797,656
-2544,2780,13094,29.05,-2544,2780,13094,0,366,679,-3724,-3620,-7680,28.11,-3097,-8706,-9247,275,342,78
-2544,2780,13094,29.05,-2544,2780,13094,0,269,754,21008,-6496,20280,28.11,-2644,-32768,14628,221,795,576
-2544,2780,13094,29.05,-2544,2780,13094,0,756,944,-156,22376,17264,28.06,-5369,4994,-8299,425,883,787
-2544,2780,13094,29.05,-2544,2780,13094,0,459,930,-14152,5632,8820,28.11,384,20927,3541,288,486,387
-2544,2780,13094,29.05,-2544,2780,13094,0,414,563,2368,5156,-5524,28.11,-1211,-10837,-10315,238,339,64
-2544,2780,13094,29.05,-2544,2780,13094,0,374,974,-32768,-3416,32767,28.15,16472,10021,-451,841,885,462
-2544,2780,13094,29.05,-2544,2780,13094,0,844,998,-1628,3684,20240,28.06,-12690,29416,-7064,439,871,639
-2544,2780,13094,29.05,-2544,2780,13094,0,506,974,-532,464,-2520,28.06,531,-4130,17313,301,353,89
-2544,2780,13094,29.05,-2544,2780,13094,0,429,580,-7840,17696,32767,28.11,13805,-29577,-4262,287,553,33
-2544,2780,13094,29.05,-2544,2780,13094,0,379,902,-3496,32767,13672,28.25,-1330,-4850,1488,846,943,640
-2544,2780,13094,29.05,-2544,2780,13094,0,417,963,-468,10556,21548,28.15,-3385,32767,-9978,334,908,571
-2544,2780,13094,29.05,-2544,2780,13094,0,319,787,-6480,-1404,1540,28.20,-4580,1261,5950,294,382,27
-2544,2780,13094,29.05,-2544,2780,13094,0,297,502,-13132,27768,23100,28.15,8530,-32768,14368,202,909,254
-2544,2780,13094,29.05,-2544,2780,13094,0,800,724,-2728,12332,18944,28.06,-3695,11433,-4421,441,952,482
-2544,2780,13094,29.05,-2544,2780,13094,0,661,906,-14500,7720,8868,28.11,-7981,14528,2856,310,652,103
-2544,2780,13094,29.00,-21022,5110,10752,0,249,602,-3992,3168,-2236,28.15,-4846,1470,-20455,283,361,29
-2560,5110,10752,29.00,-2560,5110,10752,0,262,508,-5920,-9540,19580,28.06,21035,7633,-4791,739,935,708
-2560,5110,10752,29.00,-2560,5110,10752,0,750,926,-1948,9820,17740,28.06,-5082,29117,-16196,288,881,715
-2560,5110,10752,29.00,-2560,5110,10752,0,257,931,-4104,-664,-1680,28.15,-5544,-2483,10667,304,364,86
-2560,5110,10752,29.00,-2560,5110,10752,0,271,593,1160,-7032,14840,28.11,8782,-32768,6877,249,891,524
18420,-14772,14896,29.00,32767,-12893,-21172,0,232,922,-1264,16216,17472,28.06,3653,15599,-384,329,944,751
13660,-13048,14300,29.09,-5243,4331,950,0,747,984,-14992,6736,7060,28.01,-10007,11957,969,272,572,416
-2824,-13900,4040,29.14,-25183,-7600,9770,0,201,941,-11724,4720,10548,28.11,6906,-32768,-2354,244,644,72
-2512,-7600,9770,29.00,557,12818,-23552,0,264,588,-8744,-3324,16172,28.06,17236,2655,-2053,673,953,712
20,-25348,29428,29.14,23320,-20543,-15418,0,814,853,-3692,11500,17316,28.06,-2378,32767,-12926,287,925,717
-2512,-20543,-15418,29.14,-2512,-20543,-15418,0,768,966,-8444,-3172,3276,28.06,-4310,-7112,4966,321,373,115
-2512,-20543,-15418,29.14,-2512,-20543,-15418,0,185,791,-1660,9216,16128,28.06,2332,-32768,10425,354,871,393
-2512,-20543,-15418,29.14,-2512,-20543,-15418,0,219,516,-5236,5192,18024,28.01,1607,6925,-5774,762,957,705
-2512,-20543,-15418,29.14,-2512,-20543,-15418,0,878,550,-12224,7884,8544,28.01,-5831,22828,-4360,313,661,433
7084,-8452,25120,29.09,-26785,7413,9777,0,878,866,-7068,-2660,1360,28.06,1737,4173,-10117,301,375,40
-5680,-18004,3784,29.05,5560,-22465,-7243,0,158,596,30948,-2160,28296,28.06,-1187,4975,-4196,278,825,785
-2544,-22465,-7243,29.05,-2544,-22465,-7243,0,230,424,-4116,11284,20240,28.06,3634,28700,-13812,245,739,770
15880,8260,32767,29.72,5876,-18530,-10200,0,747,921,-4356,2280,4476,28.11,-5747,-7207,8412,248,332,139
